seed,method,next_count,decision,risk,bank_risk,stopping_threshold,continue_collapsed,long_continue_collapsed,actual_collapsed,actual_score,decision_latency_seconds,generation_latency_seconds,prediction_invocation_id,applied_vla_motor_steps,diagnostic_technical_failure
68006,acwm,4,place,0.10245682295649249,,0.5,False,False,False,4,2.6406516679999186,1.5822654079997847,b960cc52-6f0d-4c01-8daa-dd81476f7677,72,
68006,acwm,5,place,0.1197367260729055,,0.5,False,False,False,5,2.7281327099999544,1.4756641310000305,543fde1b-f904-43a6-9d59-53a865ff05e1,72,
68006,acwm,6,place,0.04381809900810401,,0.5,False,False,False,6,2.823440334999759,1.5667138160001741,0e750037-4594-462f-8231-7ed1d939aa05,72,
68006,acwm,7,place,0.05876821557310762,,0.5,False,False,False,7,2.807945418000145,1.6611183390000406,f421a43c-5cfd-4e7e-8cda-a2645acd246f,72,
68006,acwm,8,place,0.1629317143596858,,0.5,False,False,False,8,2.586991042000136,1.529526220000207,a63c7fcc-1d9b-4876-8181-f1e03de4645e,72,
68006,acwm,9,place,0.07334516854677979,,0.5,False,True,False,9,2.8127275430001646,1.6526439489998666,78f7cd6e-0614-455b-8abc-4343b68bb81a,72,
68006,acwm,10,bank,0.8602724457721156,,0.5,True,True,True,0,2.853829252000196,1.7159801699999662,91f66aeb-4435-461d-b50b-4bbaf21d2415,0,
68007,vla,1,place,,,,False,False,False,1,1.0420003491162788e-06,,,72,
68007,vla,2,place,,,,False,False,False,2,8.339998203155119e-07,,,72,
68007,vla,3,place,,,,False,False,False,3,8.749998414714355e-07,,,72,
68007,vla,4,place,,,,False,False,False,4,6.250002115848474e-07,,,72,
68007,vla,5,place,,,,False,False,False,5,8.749998414714355e-07,,,72,
68007,vla,6,place,,,,False,False,False,6,9.169998520519584e-07,,,72,
68007,vla,7,place,,,,True,True,True,0,6.250002115848474e-07,,,72,
68007,rule,1,place,,,,False,False,False,1,1.1669999366858974e-06,,,72,
68007,rule,2,place,,,,False,False,False,2,1.1249999261053745e-06,,,72,
68007,rule,3,place,,,,False,False,False,3,7.91999809734989e-07,,,72,
68007,rule,4,place,,,,False,False,False,4,8.749998414714355e-07,,,72,
68007,rule,5,place,,,,False,False,False,5,9.159998626273591e-07,,,72,
68007,rule,6,place,,,,False,False,False,6,9.1600031737471e-07,,,72,
68007,rule,7,place,,,,True,True,True,0,9.57999873207882e-07,,,72,
68007,width_rule,1,place,,,,False,False,False,1,2.207999841630226e-06,,,72,
68007,width_rule,2,place,,,,False,False,False,2,1.7090001165342983e-06,,,72,
68007,width_rule,3,place,,,,False,False,False,3,1.6250000953732524e-06,,,72,
68007,width_rule,4,place,,,,False,False,False,4,1.9169997358403634e-06,,,72,
68007,width_rule,5,place,,,,False,False,False,5,1.45800004247576e-06,,,72,
68007,width_rule,6,place,,,,False,False,False,6,1.707999672362348e-06,,,72,
68007,width_rule,7,bank,,,,True,True,False,6,1.6250000953732524e-06,,,0,
68007,extratrees,1,place,0.0,0.0,0.5,False,False,False,1,0.13485579200005304,,,72,
68007,extratrees,2,place,0.0,0.0,0.5,False,False,False,2,0.12376274999996895,,,72,
68007,extratrees,3,place,0.0,0.0,0.5,False,False,False,3,0.11494933300036791,,,72,
68007,extratrees,4,place,0.0,0.0,0.5,False,False,False,4,0.1471627909995732,,,72,
68007,extratrees,5,place,0.001916419386745796,0.0,0.5,False,False,False,5,0.12392575000012584,,,72,
68007,extratrees,6,place,0.16411553743910823,0.0055862566074002876,0.5,False,False,False,6,0.15244225100013864,,,72,
68007,extratrees,7,bank,0.9440680913250383,0.1874289532024481,0.5,True,True,False,6,0.1275338330001432,,,0,
68007,acwm,1,place,0.04656411385957693,,0.5,False,False,False,1,2.8655671679998704,1.6767942809997294,544a9206-ac79-4aad-b90c-cd943f6d8ab7,72,
68007,acwm,2,place,0.07283091760729962,,0.5,False,False,False,2,2.8351419600003283,1.710416253999938,0455d43a-9dc5-4200-b0a4-caa67e9e212b,72,
68007,acwm,3,place,0.046081096084739155,,0.5,False,False,False,3,2.546726125999612,1.3630272850000438,12569198-600d-46b6-9fed-e734282e8e77,72,
68007,acwm,4,place,0.09118657418365071,,0.5,False,False,False,4,2.7079556260000572,1.5355487490000996,12855c57-f1f5-4a8d-afd5-61bec8ba951d,72,
68007,acwm,5,place,0.06526875328073115,,0.5,False,False,False,5,2.9205142089999754,1.709856874000252,e8dc301d-bf31-42c4-9f72-5959d3aac5d4,72,
68007,acwm,6,place,0.05487483331124451,,0.5,False,False,False,6,2.5460127510000348,1.4565173969999705,315be6e5-72ce-4a49-8f47-0a0b783d3c54,72,
68007,acwm,7,bank,0.807493046865394,,0.5,True,True,False,6,2.897519043000102,1.7076928659998885,5020f0c8-94f5-4aa2-bb91-73bbf246810d,0,
68008,vla,1,place,,,,False,False,False,1,1.0840003596968018e-06,,,72,
68008,vla,2,place,,,,False,False,False,2,1.165999947261298e-06,,,72,
68008,vla,3,place,,,,False,False,False,3,7.090002327458933e-07,,,72,
68008,vla,4,place,,,,False,False,False,4,9.170003067993093e-07,,,72,
68008,vla,5,place,,,,False,False,False,5,7.079997885739431e-07,,,72,
68008,vla,6,place,,,,False,False,False,6,7.920002644823398e-07,,,72,
68008,vla,7,place,,,,False,False,False,7,6.670002221653704e-07,,,72,
68008,vla,8,place,,,,False,False,False,8,8.329998308909126e-07,,,72,
68008,vla,9,place,,,,False,False,False,9,7.49999799154466e-07,,,72,
68008,vla,10,place,,,,True,True,True,0,9.57999873207882e-07,,,72,
68008,rule,1,place,,,,False,False,False,1,9.589998626324814e-07,,,72,
68008,rule,2,place,,,,False,False,False,2,1.0839999049494509e-06,,,72,
68008,rule,3,place,,,,False,False,False,3,1.041999894368928e-06,,,72,
68008,rule,4,place,,,,False,False,False,4,1.207999957841821e-06,,,72,
68008,rule,5,place,,,,False,False,False,5,1.208000412589172e-06,,,72,
68008,rule,6,place,,,,False,False,False,6,8.749998414714355e-07,,,72,
68008,rule,7,place,,,,False,False,False,7,9.159998626273591e-07,,,72,
68008,rule,8,place,,,,False,False,False,8,9.159998626273591e-07,,,72,
68008,rule,9,place,,,,False,False,False,9,9.590003173798323e-07,,,72,
68008,rule,10,bank,,,,True,True,False,9,9.589998626324814e-07,,,0,
68008,width_rule,1,place,,,,False,False,False,1,2.2910003281140234e-06,,,72,
68008,width_rule,2,place,,,,False,False,False,2,1.9169997358403634e-06,,,72,
68008,width_rule,3,place,,,,False,False,False,3,2.1249998098937795e-06,,,72,
68008,width_rule,4,place,,,,False,False,False,4,1.500000053056283e-06,,,72,
68008,width_rule,5,place,,,,False,False,False,5,1.500000053056283e-06,,,72,
68008,width_rule,6,place,,,,False,False,False,6,1.7500001376902219e-06,,,72,
68008,width_rule,7,place,,,,False,False,False,7,1.45800004247576e-06,,,72,
68008,width_rule,8,place,,,,False,False,False,8,1.4590000319003593e-06,,,72,
68008,width_rule,9,bank,,,,False,False,False,8,1.958000211743638e-06,,,0,
68008,extratrees,1,place,0.0,0.0,0.5,False,False,False,1,0.12799325000014505,,,72,
68008,extratrees,2,place,0.0,0.0,0.5,False,False,False,2,0.13860187499994936,,,72,
68008,extratrees,3,place,0.0,0.0,0.5,False,False,False,3,0.15046654200023113,,,72,
68008,extratrees,4,place,0.0,0.0,0.5,False,False,False,4,0.1411420409999664,,,72,
68008,extratrees,5,place,0.0017161204605845878,0.0,0.5,False,False,False,5,0.14302383399990504,,,72,
68008,extratrees,6,place,0.20800324475421864,0.025116087463156446,0.5,False,False,False,6,0.14387395900030242,,,72,
68008,extratrees,7,place,0.10731150789511731,0.14792503836482862,0.5,False,False,False,7,0.1464613329999338,,,72,
68008,extratrees,8,place,0.12736719929508888,0.07871077715915815,0.5,False,False,False,8,0.12489608300029431,,,72,
68008,extratrees,9,bank,0.5837220545939171,0.11886258812117792,0.5,False,False,False,8,0.1279156669997974,,,0,
68008,acwm,1,place,0.07113682943279481,,0.5,False,False,False,1,2.8062702100000934,1.5361711810000998,b459e828-f7d7-4422-a7ba-6769cdc67440,72,
68008,acwm,2,place,0.08257591680071683,,0.5,False,False,False,2,2.7847695430000385,1.60784300899968,74084aa4-5092-42a1-a096-c9380b88da82,72,
68008,acwm,3,place,0.03660171935312527,,0.5,False,False,False,3,2.7308398760001182,1.4746032689999993,cfc060e4-d5ad-4191-a5a8-cf297636e2eb,72,
68008,acwm,4,place,0.04780963363751324,,0.5,False,False,False,4,2.7899821680002788,1.6173162470004172,9b1b7222-e510-4d65-a8ca-fef44147e5eb,72,
68008,acwm,5,place,0.1143789194948038,,0.5,False,False,False,5,2.9354604590002964,1.6908485469998595,3f2328ec-03f0-4360-8b93-d6838911bec8,72,
68008,acwm,6,place,0.13532093536317358,,0.5,False,False,False,6,2.8962029600002097,1.713115137999921,0295de6a-b4ed-4cee-8b43-61b2a5cf92e9,72,
68008,acwm,7,place,0.0855108148989253,,0.5,False,False,False,7,2.818250584999987,1.7224078149997695,d2af06ed-ad6e-4a66-a5fe-c0f0a7669e66,72,
68008,acwm,8,place,0.19186423408370146,,0.5,False,False,False,8,2.7341414180000356,1.6041662800002996,74eb048b-c4f5-45fa-a5ab-44950dce1caf,72,
68008,acwm,9,place,0.06419301340183128,,0.5,False,False,False,9,2.7828980850003973,1.473970166000072,6e05075b-e65d-4e74-8d53-918f9575d5b6,72,
68008,acwm,10,place,0.03352119710883072,,0.5,True,True,True,0,2.829494584999793,1.6404933180001535,e166cd45-ecc1-4c7d-8781-fc42857006af,72,
68009,vla,1,place,,,,False,False,False,1,7.49999799154466e-07,,,72,
68009,vla,2,place,,,,False,False,False,2,1.1669999366858974e-06,,,72,
68009,vla,3,place,,,,False,False,False,3,7.079997885739431e-07,,,72,
68009,vla,4,place,,,,False,False,False,4,7.920002644823398e-07,,,72,
68009,vla,5,place,,,,False,False,False,5,7.49999799154466e-07,,,72,
68009,vla,6,place,,,,False,False,False,6,7.49999799154466e-07,,,72,
68009,vla,7,place,,,,False,False,False,7,8.340002750628628e-07,,,72,
68009,vla,8,place,,,,True,True,True,0,7.500002539018169e-07,,,72,
68009,rule,1,place,,,,False,False,False,1,1.5207999695121543e-05,,,72,
68009,rule,2,place,,,,False,False,False,2,1.3750000107393134e-06,,,72,
68009,rule,3,place,,,,False,False,False,3,8.330002856382634e-07,,,72,
68009,rule,4,place,,,,False,False,False,4,8.749998414714355e-07,,,72,
68009,rule,5,place,,,,False,False,False,5,9.1600031737471e-07,,,72,
68009,rule,6,place,,,,False,False,False,6,8.329998308909126e-07,,,72,
68009,rule,7,place,,,,False,False,False,7,8.749998414714355e-07,,,72,
68009,rule,8,bank,,,,True,True,False,7,9.99999883788405e-07,,,0,
68009,width_rule,1,place,,,,False,False,False,1,1.7090001165342983e-06,,,72,
68009,width_rule,2,place,,,,False,False,False,2,1.6670001059537753e-06,,,72,
68009,width_rule,3,place,,,,False,False,False,3,1.8749997252598405e-06,,,72,
68009,width_rule,4,place,,,,False,False,False,4,1.2919999790028669e-06,,,72,
68009,width_rule,5,place,,,,False,False,False,5,1.3330000001587905e-06,,,72,
68009,width_rule,6,place,,,,False,False,False,6,1.5840000742173288e-06,,,72,
68009,width_rule,7,bank,,,,False,False,False,6,1.708000127109699e-06,,,0,
68009,extratrees,1,place,0.0,0.0,0.5,False,False,False,1,0.13884504199995717,,,72,
68009,extratrees,2,place,0.0,0.0,0.5,False,False,False,2,0.14905674999999974,,,72,
68009,extratrees,3,place,0.004488132692084139,0.004488132692084139,0.5,False,False,False,3,0.12705258300002242,,,72,
68009,extratrees,4,place,0.0,0.0,0.5,False,False,False,4,0.11365345800004434,,,72,
68009,extratrees,5,place,0.004133889150361954,0.0018107476635514017,0.5,False,False,False,5,0.12716750000026877,,,72,
68009,extratrees,6,place,0.17671151955890857,0.01301484779864041,0.5,False,False,False,6,0.13943891700000677,,,72,
68009,extratrees,7,bank,0.964476535631749,0.21369255254577696,0.5,False,False,False,6,0.13231991699967693,,,0,
68009,acwm,1,place,0.048553849870728624,,0.5,False,False,False,1,2.8867069180000726,1.7124047210004392,1554b76b-3bb4-4a41-9707-87639bfc710d,72,
68009,acwm,2,place,0.047090175695218374,,0.5,False,False,False,2,2.753809960000126,1.6150826920002146,69314244-0779-420d-9769-a8576358659e,72,
68009,acwm,3,place,0.04705144161656932,,0.5,False,False,False,3,2.848773417999837,1.707728314999713,e11713c4-8706-4776-aa60-a3e0f8c29dbe,72,
68009,acwm,4,place,0.04787048808126271,,0.5,False,False,False,4,2.936591959999987,1.7092173340001864,4decd2e0-0034-444e-8d1e-c6b14f4eec80,72,
68009,acwm,5,place,0.06010427232038648,,0.5,False,False,False,5,2.706586459999926,1.5379368879998765,6bdf8431-b418-4976-bd5d-227cc1c28f03,72,
68009,acwm,6,place,0.06320715799361103,,0.5,False,False,False,6,2.6376927510000314,1.5207530800003042,ee20b577-a87f-48da-9285-0119b7e8d847,72,
68009,acwm,7,bank,0.8680861472958952,,0.5,False,False,False,6,2.906339501000275,1.6463487979999627,1c3c18da-1229-4bdf-a3d8-c19c967e61e5,0,
68010,vla,1,place,,,,False,False,False,1,9.590003173798323e-07,,,72,
68010,vla,2,place,,,,False,False,False,2,8.329998308909126e-07,,,72,
68010,vla,3,place,,,,False,False,False,3,7.08000243321294e-07,,,72,
68010,vla,4,place,,,,False,False,False,4,7.910002750577405e-07,,,72,
68010,vla,5,place,,,,False,False,False,5,7.909998203103896e-07,,,72,
68010,vla,6,place,,,,False,False,False,6,7.909998203103896e-07,,,72,
68010,vla,7,place,,,,False,False,False,7,7.49999799154466e-07,,,72,
68010,vla,8,place,,,,False,False,False,8,5.829997462569736e-07,,,72,
68010,vla,9,place,,,,False,False,False,9,6.250002115848474e-07,,,72,
68010,vla,10,place,,,,False,True,False,10,7.089997779985424e-07,,,72,
68010,rule,1,place,,,,False,False,False,1,1.249999968422344e-06,,,72,
68010,rule,2,place,,,,False,False,False,2,1.0829999155248515e-06,,,72,
68010,rule,3,place,,,,False,False,False,3,8.750002962187864e-07,,,72,
68010,rule,4,place,,,,False,False,False,4,9.99999883788405e-07,,,72,
68010,rule,5,place,,,,False,False,False,5,8.329998308909126e-07,,,72,
68010,rule,6,place,,,,False,False,False,6,7.909998203103896e-07,,,72,
68010,rule,7,place,,,,False,False,False,7,7.909998203103896e-07,,,72,
68010,rule,8,place,,,,False,False,False,8,9.170003067993093e-07,,,72,
68010,rule,9,place,,,,False,False,False,9,9.170003067993093e-07,,,72,
68010,rule,10,bank,,,,False,True,False,9,8.749998414714355e-07,,,0,
68010,width_rule,1,place,,,,False,False,False,1,1.666000116529176e-06,,,72,
68010,width_rule,2,place,,,,False,False,False,2,1.8749997252598405e-06,,,72,
68010,width_rule,3,place,,,,False,False,False,3,1.5830000847927295e-06,,,72,
68010,width_rule,4,place,,,,False,False,False,4,1.45800004247576e-06,,,72,
68010,width_rule,5,place,,,,False,False,False,5,1.5830000847927295e-06,,,72,
68010,width_rule,6,place,,,,False,False,False,6,1.5420000636368059e-06,,,72,
68010,width_rule,7,place,,,,False,False,False,7,1.45800004247576e-06,,,72,
68010,width_rule,8,place,,,,False,False,False,8,1.500000053056283e-06,,,72,
68010,width_rule,9,bank,,,,False,False,False,8,1.6250000953732524e-06,,,0,
68010,extratrees,1,place,0.0,0.0,0.5,False,False,False,1,0.12618404199974975,,,72,
68010,extratrees,2,place,0.0,0.0,0.5,False,False,False,2,0.11730379199980234,,,72,
68010,extratrees,3,place,0.0,0.0,0.5,False,False,False,3,0.11627016700003878,,,72,
68010,extratrees,4,place,0.0,0.0,0.5,False,False,False,4,0.13856587500004025,,,72,
68010,extratrees,5,place,0.0,0.0,0.5,False,False,False,5,0.14381887500030643,,,72,
68010,extratrees,6,place,0.054784220404012,0.0,0.5,False,False,False,6,0.1400781659999666,,,72,
68010,extratrees,7,place,0.13885117373885258,0.05468069032120679,0.5,False,False,False,7,0.12679966699988654,,,72,
68010,extratrees,8,place,0.14431246204572912,0.15552724727756578,0.5,False,False,False,8,0.14746187499986263,,,72,
68010,extratrees,9,place,0.3067146212978611,0.14675515216840063,0.5,False,False,False,9,0.11766175000002477,,,72,
68010,extratrees,10,bank,0.8527974318199079,0.26821226463061737,0.5,False,True,False,9,0.13659037499974147,,,0,
68010,acwm,1,place,0.07951416610049711,,0.5,False,False,False,1,2.931650625999737,1.6599744629997986,adb7f357-10f3-4eaf-97c9-15ea27b2db6e,72,
68010,acwm,2,place,0.15086885704213243,,0.5,False,False,False,2,2.874239667999973,1.7232828440000958,26de2f15-425f-42a5-8a60-24c5c784a44a,72,
68010,acwm,3,place,0.1238814194518468,,0.5,False,False,False,3,2.880685418000212,1.7067866630000026,d1921cfc-d5bc-4d3a-85ac-537d8a2fa9eb,72,
68010,acwm,4,place,0.054173660653382305,,0.5,False,False,False,4,2.9493750430001455,1.713005141999929,cea009ad-6832-450e-a428-5b5bd5303d71,72,
68010,acwm,5,place,0.05352945336656484,,0.5,False,False,False,5,2.960032917999797,1.6631828800000221,5fb8f838-dff8-4a04-8b28-6dba83b0ea93,72,
68010,acwm,6,place,0.02061273382604054,,0.5,False,False,False,6,2.8672612519999348,1.7076459599998088,e56a6597-ab76-4b38-878e-7c0abd38f685,72,
68010,acwm,7,place,0.06905357736717294,,0.5,False,False,False,7,2.856207584999993,1.722087515000112,e9495310-37b0-4788-b216-6ae80ea13dd5,72,
68010,acwm,8,place,0.09398426582983413,,0.5,False,False,False,8,2.8033373339999343,1.6701394839997192,5a26cd76-00bf-4fa2-9ada-a6519a4d90cc,72,
68010,acwm,9,place,0.04774286313744722,,0.5,False,False,False,9,2.9449655849998635,1.695328765999875,cd0394a3-4a91-44a0-9215-235d46e9d8ea,72,
68010,acwm,10,bank,0.6606014341012789,,0.5,False,True,False,9,2.8563767509999707,1.6808877290000055,1ce95184-190e-4c42-b3ba-1c91701d1c40,0,
68011,vla,1,place,,,,False,False,False,1,8.329998308909126e-07,,,72,
68011,vla,2,place,,,,False,False,False,2,8.750002962187864e-07,,,72,
68011,vla,3,place,,,,False,False,False,3,8.329998308909126e-07,,,72,
68011,vla,4,place,,,,False,False,False,4,6.659997779934201e-07,,,72,
68011,vla,5,place,,,,False,False,False,5,6.670002221653704e-07,,,72,
68011,vla,6,place,,,,False,False,False,6,7.49999799154466e-07,,,72,
68011,vla,7,place,,,,False,False,False,7,6.670002221653704e-07,,,72,
68011,vla,8,place,,,,True,True,True,0,7.500002539018169e-07,,,72,
68011,rule,1,place,,,,False,False,False,1,1.2090004020137712e-06,,,72,
68011,rule,2,place,,,,False,False,False,2,1.207999957841821e-06,,,72,
68011,rule,3,place,,,,False,False,False,3,8.750002962187864e-07,,,72,
68011,rule,4,place,,,,False,False,False,4,9.170003067993093e-07,,,72,
68011,rule,5,place,,,,False,False,False,5,1.0410003596916795e-06,,,72,
68011,rule,6,place,,,,False,False,False,6,8.749998414714355e-07,,,72,
68011,rule,7,place,,,,False,False,False,7,9.58000327955233e-07,,,72,
68011,rule,8,place,,,,True,True,True,0,8.329998308909126e-07,,,72,
68011,width_rule,1,place,,,,False,False,False,1,2.249999852210749e-06,,,72,
68011,width_rule,2,place,,,,False,False,False,2,2.249999852210749e-06,,,72,
68011,width_rule,3,place,,,,False,False,False,3,1.6249996406259015e-06,,,72,
68011,width_rule,4,place,,,,False,False,False,4,1.5840000742173288e-06,,,72,
68011,width_rule,5,place,,,,False,False,False,5,1.7090001165342983e-06,,,72,
68011,width_rule,6,place,,,,False,False,False,6,1.4170000213198364e-06,,,72,
68011,width_rule,7,bank,,,,False,False,False,6,1.8329997146793175e-06,,,0,
68011,extratrees,1,place,0.0,0.0,0.5,False,False,False,1,0.1526650409996364,,,72,
68011,extratrees,2,place,0.0,0.0,0.5,False,False,False,2,0.12837370800025383,,,72,
68011,extratrees,3,place,0.0022185114503816793,0.0,0.5,False,False,False,3,0.11598845800017443,,,72,
68011,extratrees,4,place,0.0,0.0,0.5,False,False,False,4,0.141969207999864,,,72,
68011,extratrees,5,place,0.0,0.0,0.5,False,False,False,5,0.11495562500022061,,,72,
68011,extratrees,6,place,0.1118506732625557,0.008880958648278457,0.5,False,False,False,6,0.12452070799963622,,,72,
68011,extratrees,7,bank,0.8731156873157172,0.0793734095702383,0.5,False,False,False,6,0.13060566700005438,,,0,
68011,acwm,1,place,0.037737989641863,,0.5,False,False,False,1,2.8440195009998206,1.6746281949999684,57d57b2e-2870-4da3-af30-9b4b2d90db8e,72,
68011,acwm,2,place,0.02780187090779309,,0.5,False,False,False,2,2.871413001000292,1.6970965000000433,af255725-bf35-4838-810a-4c9c826311f4,72,
68011,acwm,3,place,0.046849952057934546,,0.5,False,False,False,3,2.869322959999863,1.6673390299997664,225cf788-3a0d-4f4d-84da-a8c6cad0433d,72,
68011,acwm,4,place,0.11568169527735839,,0.5,False,False,False,4,2.996910835000108,1.6945393400001194,67dc2286-d0a5-43a1-a0aa-76cccfa777f5,72,
68011,acwm,5,bank,0.9366946582926338,,0.5,False,False,False,4,2.9156992100001844,1.7113686759998927,a7c3d1cb-ca39-4b1f-9443-24d505233e58,0,
68012,vla,1,place,,,,False,False,False,1,7.079997885739431e-07,,,72,
68012,vla,2,place,,,,False,False,False,2,7.920002644823398e-07,,,72,
68012,vla,3,place,,,,False,False,False,3,7.079997885739431e-07,,,72,
68012,vla,4,place,,,,False,False,False,4,7.500002539018169e-07,,,72,
68012,vla,5,place,,,,False,False,False,5,6.249997568374965e-07,,,72,
68012,vla,6,place,,,,False,False,False,6,7.910002750577405e-07,,,72,
68012,vla,7,place,,,,False,False,False,7,6.659997779934201e-07,,,72,
68012,vla,8,place,,,,False,False,False,8,6.670002221653704e-07,,,72,
68012,vla,9,place,,,,False,False,False,9,6.249997568374965e-07,,,72,
68012,vla,10,place,,,,True,True,True,0,7.91999809734989e-07,,,72,
68012,rule,1,place,,,,False,False,False,1,1.0410003596916795e-06,,,72,
68012,rule,2,place,,,,False,False,False,2,1.0829999155248515e-06,,,72,
68012,rule,3,place,,,,False,False,False,3,9.99999883788405e-07,,,72,
68012,rule,4,place,,,,False,False,False,4,1.1670003914332483e-06,,,72,
68012,rule,5,place,,,,False,False,False,5,8.749998414714355e-07,,,72,
68012,rule,6,place,,,,False,False,False,6,7.49999799154466e-07,,,72,
68012,rule,7,place,,,,False,False,False,7,8.749998414714355e-07,,,72,
68012,rule,8,place,,,,False,False,False,8,9.99999883788405e-07,,,72,
68012,rule,9,place,,,,False,False,False,9,1.041999894368928e-06,,,72,
68012,rule,10,bank,,,,True,True,False,9,8.339998203155119e-07,,,0,
68012,width_rule,1,place,,,,False,False,False,1,1.5829996300453786e-06,,,72,
68012,width_rule,2,place,,,,False,False,False,2,1.666000116529176e-06,,,72,
68012,width_rule,3,place,,,,False,False,False,3,1.5420000636368059e-06,,,72,
68012,width_rule,4,place,,,,False,False,False,4,1.7090001165342983e-06,,,72,
68012,width_rule,5,place,,,,False,False,False,5,1.5420000636368059e-06,,,72,
68012,width_rule,6,place,,,,False,False,False,6,1.7500001376902219e-06,,,72,
68012,width_rule,7,place,,,,False,False,False,7,1.8340001588512678e-06,,,72,
68012,width_rule,8,place,,,,False,False,False,8,1.6250000953732524e-06,,,72,
68012,width_rule,9,bank,,,,False,False,False,8,1.916000201163115e-06,,,0,
68012,extratrees,1,place,0.0,0.0,0.5,False,False,False,1,0.1309983339997416,,,72,
68012,extratrees,2,place,0.0,0.0,0.5,False,False,False,2,0.12860445900014383,,,72,
68012,extratrees,3,place,0.0,0.0,0.5,False,False,False,3,0.12733079200006614,,,72,
68012,extratrees,4,place,0.0,0.0,0.5,False,False,False,4,0.14638945900014733,,,72,
68012,extratrees,5,place,0.0,0.0,0.5,False,False,False,5,0.12538466600017273,,,72,
68012,extratrees,6,place,0.07073643433176435,0.0,0.5,False,False,False,6,0.14655520799988153,,,72,
68012,extratrees,7,place,0.020710606482022748,0.11176924331718442,0.5,False,False,False,7,0.12516324999978679,,,72,
68012,extratrees,8,place,0.02795156857001964,0.018367862429679933,0.5,False,False,False,8,0.11215812499995081,,,72,
68012,extratrees,9,bank,0.6876113994660504,0.035315893558648545,0.5,False,False,False,8,0.15506116599999586,,,0,
68012,acwm,1,place,0.05132007363857227,,0.5,False,False,False,1,2.8473731680001038,1.6699688109997624,1be70e3d-3b28-46f4-907e-f7a87e374ef7,72,
68012,acwm,2,place,0.05153170055854688,,0.5,False,False,False,2,2.840464501000042,1.6142748590000338,550af717-f873-49d8-a36b-40c6d3264c76,72,
68012,acwm,3,place,0.06684982258556597,,0.5,False,False,False,3,2.7993971270002476,1.5490163060003397,4dc64498-9c4b-44f7-9f2c-485c97637f13,72,
68012,acwm,4,place,0.08237318920204295,,0.5,False,False,False,4,2.8334360429998924,1.6455149429998528,556976bb-2803-4b20-bd3c-b3d93629545a,72,
68012,acwm,5,place,0.0810158591887901,,0.5,False,False,False,5,2.782264377000047,1.5999932609997813,4b5ce399-9b22-4684-811d-98b4c51fab12,72,
68012,acwm,6,place,0.07024216941080738,,0.5,False,False,False,6,2.784550584000044,1.5026805549996425,f4952a34-df75-4dd0-8008-669567efadcf,72,
68012,acwm,7,place,0.08402915669444991,,0.5,False,False,False,7,2.874479168000107,1.7207650330001343,d03f1c81-6bd9-4ae7-ab3a-5055e1710d5b,72,
68012,acwm,8,place,0.08155525028933906,,0.5,False,False,False,8,2.8434718339999563,1.7026453849998688,69687fc8-b7a6-4791-aa80-8eaec2885e10,72,
68012,acwm,9,bank,0.5812075823189888,,0.5,False,False,False,8,2.929493375999755,1.6509193779997986,d71756cc-b2e6-4c87-99ad-4a766585f463,0,
68013,vla,1,place,,,,False,False,False,1,9.169998520519584e-07,,,72,
68013,vla,2,place,,,,False,False,False,2,8.329998308909126e-07,,,72,
68013,vla,3,place,,,,False,False,False,3,8.329998308909126e-07,,,72,
68013,vla,4,place,,,,False,False,False,4,6.659997779934201e-07,,,72,
68013,vla,5,place,,,,False,False,False,5,7.49999799154466e-07,,,72,
68013,vla,6,place,,,,False,False,False,6,8.339998203155119e-07,,,72,
68013,vla,7,place,,,,False,False,False,7,1.3750000107393134e-06,,,72,
68013,vla,8,place,,,,True,True,True,0,7.49999799154466e-07,,,72,
68013,rule,1,place,,,,False,False,False,1,1.0000003385357559e-06,,,72,
68013,rule,2,place,,,,False,False,False,2,1.0829999155248515e-06,,,72,
68013,rule,3,place,,,,False,False,False,3,8.750002962187864e-07,,,72,
68013,rule,4,place,,,,False,False,False,4,1.3750000107393134e-06,,,72,
68013,rule,5,place,,,,False,False,False,5,9.170003067993093e-07,,,72,
68013,rule,6,place,,,,False,False,False,6,1.0000003385357559e-06,,,72,
68013,rule,7,place,,,,False,False,False,7,8.749998414714355e-07,,,72,
68013,rule,8,bank,,,,True,True,False,7,8.749998414714355e-07,,,0,
68013,width_rule,1,place,,,,False,False,False,1,2.0829997993132565e-06,,,72,
68013,width_rule,2,place,,,,False,False,False,2,2.042000232904684e-06,,,72,
68013,width_rule,3,place,,,,False,False,False,3,1.8749997252598405e-06,,,72,
68013,width_rule,4,place,,,,False,False,False,4,6.666999979643151e-06,,,72,
68013,width_rule,5,place,,,,False,False,False,5,1.45800004247576e-06,,,72,
68013,width_rule,6,place,,,,False,False,False,6,1.708000127109699e-06,,,72,
68013,width_rule,7,bank,,,,False,False,False,6,1.7909997040987946e-06,,,0,
68013,extratrees,1,place,0.0,0.0,0.5,False,False,False,1,0.1502351659996748,,,72,
68013,extratrees,2,place,0.0,0.0,0.5,False,False,False,2,0.13339445900010105,,,72,
68013,extratrees,3,place,0.0,0.0,0.5,False,False,False,3,0.1420258329999342,,,72,
68013,extratrees,4,place,0.0,0.0,0.5,False,False,False,4,0.12767024999993737,,,72,
68013,extratrees,5,place,0.0,0.0,0.5,False,False,False,5,0.13731483300034597,,,72,
